train_mse_per_epoch,test_mse_per_epoch,train_L1_per_epoch,test_L1_per_epoch,train_huber_per_epoch,test_huber_per_epoch,train_mape_per_epoch,test_mape_per_epoch
0.3802964838801837,0.6015117015157427,0.34641931374722995,0.46850486993789675,0.15463740185002667,0.2375213290963854,5317559.785367334,5307164.828571429
0.15850626412184224,0.24990660888808114,0.21430409003476628,0.29481790491512844,0.07427547323338249,0.11560676651341574,2372412.8893442624,2476866.1214285716
0.007832562367691368,0.01275180314800569,0.048817212256287976,0.0658685211624418,0.0039068307613351165,0.006362839415669441,1076349.8489678202,1287797.6714285715
0.029409693448867087,0.04366921058722905,0.0785985499864719,0.10786655119487218,0.014565372986591217,0.021579826197453907,1038241.1681845781,1268759.6357142858
0.006403231757094164,0.010602372831531934,0.046909035116198865,0.0626149045569556,0.003199840622782169,0.005298447901649134,1007343.9407635094,1172089.6892857142
0.004372200841546674,0.007299881694572312,0.03621293353759381,0.050083896198443,0.002185523243220642,0.0036492774662162577,743392.630616272,908467.7160714286
0.004855594217763681,0.008052330144814083,0.03586414358202587,0.050672719414745056,0.0024272306391355226,0.004025836834417922,583379.717706436,736814.2392857143
0.0044672138670614325,0.00733050461858511,0.035343366995698115,0.04872078512396131,0.0022331279514184415,0.0036646812222898006,668724.9079766242,812377.1071428572
0.004228237280130169,0.006713815086654255,0.03564080409592546,0.04831656749759402,0.0021139525422604745,0.003356853220611811,660536.5890634487,783638.0517857143
0.006610108078889997,0.01031081314597811,0.04344453884409678,0.06078147824321475,0.0033048804232745496,0.005155321769416332,595473.4795651184,715861.3464285714
0.004336160697827809,0.006725680748266833,0.034920246342030815,0.046590521293027064,0.0021679053847430897,0.003362602474434035,562253.5406610504,685524.7214285714
0.002839718388764467,0.004718542471528054,0.02860188850613891,0.03985505593674524,0.001419816146583229,0.002359262481331825,466329.49981026107,579132.25
0.014941251427319713,0.021992735138961248,0.05470168166446121,0.07551259717770985,0.0074608917975754144,0.010973020642995834,586760.2606253795,676805.5035714286
0.00285995898739467,0.00477249382862023,0.028224762576633897,0.039971347366060526,0.0014299391047196699,0.0023862358182668688,434332.42514799634,535481.6660714286
0.00499159365447954,0.008051598417971815,0.036784622977693006,0.052442802701677595,0.002495565449843849,0.004025552781032665,415854.4920878871,515795.525
0.00484820980461044,0.007792830414005688,0.03254713849110826,0.0469145265008722,0.0024231996077085146,0.0038949303994221347,375039.30198846385,475128.78392857144
0.0020847147507773987,0.0033986969451819146,0.025913419811542496,0.03498148449829647,0.0010423464121330364,0.0016993483661540917,383463.43763281725,472989.2982142857
0.0018041129190781231,0.003116360439785889,0.02311680695628968,0.032597701677254266,0.00090204374220773,0.0015581800602376462,387536.74463038857,471904.29732142854
0.0028635346823788696,0.004757373726793698,0.026678897680191105,0.03792092033794948,0.0014317590706830739,0.0023786853732807294,353752.9898679417,436150.1160714286
0.002311596086528096,0.003862562749002661,0.025558790188615222,0.03602445796132088,0.0011557836985214413,0.0019312790594995023,415295.60646250757,494986.5071428571
0.001691325488568153,0.002843137471271413,0.022157716154871235,0.03121464720794133,0.0008456499443947025,0.0014215686824172735,332318.85682301153,419006.83035714284
0.002535020694211261,0.004189731167363269,0.025782676600259076,0.03632678261825017,0.0012674960747426777,0.0020948609403733695,361823.949965847,443103.2410714286
0.0013542554211058062,0.0023642737152320997,0.01967748549484671,0.028095280485493795,0.0006771190566605644,0.0011821368576160499,297348.6970818154,376302.3830357143
0.0027199584818838143,0.004342190681823663,0.02637707512163001,0.03744739602719035,0.0013599691869556434,0.002171094569244555,319387.91556618095,397771.04642857146
0.001709426620903888,0.0028162214705454453,0.021835378402279736,0.030607628183705465,0.0008547073662728886,0.0014081107352727227,309764.71931921673,382194.4392857143
0.004507669027437839,0.006828040469970022,0.03246154572360068,0.04536414721182414,0.002253779248036467,0.0034139500265674932,369495.66133500304,437868.0732142857
0.0020405579216690064,0.0032071541861764022,0.02323897821013321,0.03227314416851316,0.001020272222741122,0.0016035770531743765,322993.95503187616,391931.12946428574
0.001701105027796014,0.0029713044741324014,0.021617735661996013,0.031155074813536236,0.0008505469451884049,0.0014856515186173576,313234.61742941715,378609.84285714285
0.0014253029638378863,0.0024491259628640753,0.01970511942007141,0.028068339079618455,0.000712646209513548,0.0012245629814320376,271527.52863160294,344443.7830357143
0.001763191391924836,0.002896695298009685,0.022129341436331752,0.03067941176039832,0.0008815924015572452,0.0014483472664973565,341559.4156420765,403236.77857142856
0.0010716975331897369,0.0018397334563945021,0.019159952814181282,0.02627911152584212,0.0005358442038493587,0.0009198667281972511,400577.16412416514,456095.65
0.0012306420924311644,0.0021145586523094347,0.01940777536615069,0.027217505712594306,0.0006153153236992159,0.0010572793261547173,322336.5839025501,381797.50089285715
0.0015571844474535207,0.0026841154588120326,0.02018544219805207,0.029028629724468503,0.00077858878173495,0.0013420577294060163,273752.866224575,335987.1544642857
0.0015686430031649709,0.0027497619723102877,0.020578700779927593,0.029828376855169023,0.0007843195450699729,0.0013748809861551439,250128.66356443532,308513.3544642857
0.001521295061647105,0.002562880582575287,0.01938549043191116,0.02794007786682674,0.0007606444377242913,0.0012814402912876435,227073.89941939892,289723.4375
0.0018563922452239933,0.0031837198218064647,0.021892692806661743,0.03120423299925668,0.0009281936447397915,0.0015918599109032323,286674.5601282635,345015.21785714285
0.0013121456568992828,0.0022523386137826102,0.019860876534127363,0.02756198389189584,0.0006560688549197496,0.0011261693068913051,313258.8409039162,370225.67589285714
0.0012253857821788194,0.0020661748413528715,0.021159496678590194,0.028018785055194582,0.0006126904672545533,0.0010330874206764358,324158.0366575592,373000.6544642857
0.001287985231889085,0.00214929633241679,0.018176644481831632,0.025800360419920513,0.0006439897569482236,0.001074648166208395,222216.97633006983,281822.1625
0.0010646798553365963,0.0018304185210061925,0.017325183767972385,0.024506867570536477,0.0005323379536263382,0.0009152092605030963,234802.558809578,289907.2098214286
0.0017029701879261595,0.002885575233293431,0.020911659770568865,0.029888875888926643,0.0008514832245323379,0.0014427875900374992,285015.4325667881,335828.3473214286
0.003051123865407908,0.005201174345399652,0.026834527766823987,0.03866667683635439,0.001525560817604915,0.002600587172699826,293862.5538668792,341028.6473214286
0.0012011110684939032,0.002056831627019814,0.017992451802827984,0.025447726994752885,0.0006005531898247328,0.001028415813509907,261770.47199453553,313391.09464285715
0.0012268709766231228,0.0021119974287492887,0.01924823614942282,0.02674431380416666,0.0006134342199712246,0.0010559987143746443,260783.24086407103,310270.67232142854
0.0038937490603659793,0.00644524773316724,0.02994130473893812,0.044008244574069974,0.0019468604251979859,0.0032225701425756727,280750.4908356102,331016.84375
0.0012787358983633015,0.00199587738939694,0.018712512345822854,0.025526585429906844,0.0006393667379533844,0.00099793869469847,284606.3701237098,332668.9357142857
0.0014372120334149882,0.002451328294617789,0.01948352957638597,0.028249223956039973,0.0007186033296128526,0.0012256629498941557,247723.61689814815,300408.80803571426
0.001591065299709095,0.0024476319285375732,0.020351093115412833,0.027746580434697014,0.000795532091174096,0.0012238159642687866,296567.89657331514,338721.29285714286
0.002677314669916177,0.004168008374316352,0.024372960407452,0.03473435831921441,0.0013386562515251478,0.002084004187158176,225064.83076237098,279122.5419642857
0.0007727925997393112,0.0013908193546480366,0.01567512957642729,0.02189381793141365,0.0003863947222193926,0.0006954096773240183,237772.13392721614,286714.6732142857
0.001785546736441141,0.002978047648710864,0.020992999499449966,0.02983967299972262,0.000892772527938029,0.0014890234385217939,299409.45691029145,342002.4151785714
